policy_id,insurer_name,postcode,region_name,wind_risk_band,building_type,sum_insured,mitigation_flag,annual_premium,policy_start_date,policy_end_date,broker_code
POL-004616,Pacific Rim Insurance,6714,Karratha WA,T-W,SME,1571536,Elevated Slab,11998.41,2023-08-27,2024-08-26,
POL-004617,Northbeam General,6721,Port Hedland WA,T-W,SME,1836310,,17005.42,2023-06-15,2024-06-14,
POL-004618,Northbeam General,4802,Townsville QLD,T-W,Strata,13403574,,115275.78,2023-08-05,2024-08-04,BRK-1042
POL-004619,Pacific Rim Insurance,4680,Gladstone QLD,L-P,Home,308092,Roof Tie-Down,1058.34,2024-12-12,2025-12-12,
POL-004620,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,614887,,5507.81,2024-01-31,2025-01-30,BRK-1042
POL-004621,Northbeam General,4810,Townsville QLD,T-W,Home,496790,,4345.5,2024-04-10,2025-04-10,BRK-4118
POL-004622,Northbeam General,4802,Townsville QLD,T-W,SME,1049153,,9514.55,2024-05-22,2025-05-22,BRK-3390
POL-004623,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,SME,1863795,,12952.51,2024-01-21,2025-01-20,BRK-1042
POL-004624,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,2409752,Roof Tie-Down,3804.06,2024-02-02,2025-02-01,BRK-3390
POL-004625,Northbeam General,4737,Bowen QLD,Q-S,SME,728166,Shutters Installed,4418.21,2025-09-08,2026-09-08,BRK-2071
POL-004626,Outback Assurance Group,6000,Perth WA,B-F,Home,754999,,1472.45,2024-02-04,2025-02-03,BRK-2071
POL-004627,Northbeam General,4740,Mackay QLD,Q-S,Home,836379,Elevated Slab,4751.38,2024-05-04,2025-05-04,BRK-2071
POL-004628,Southern Cross Insurance,6714,Karratha WA,T-W,Home,377333,Roof Tie-Down,2979.07,2023-12-14,2024-12-13,BRK-4118
POL-004629,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,SME,2968405,,11689.29,2025-06-16,2026-06-16,BRK-4118
POL-004630,Outback Assurance Group,6000,Perth WA,B-F,Home,871312,Elevated Slab,1342.47,2024-09-02,2025-09-02,BRK-4118
POL-004631,Northbeam General,4870,Cairns QLD,T-W,Home,593573,Shutters Installed,4659.49,2023-01-06,2024-01-06,BRK-1042
POL-004632,Southern Cross Insurance,4810,Townsville QLD,T-W,SME,954991,Shutters Installed,7673.67,2025-05-10,2026-05-10,BRK-4118
POL-004633,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Strata,14538672,Elevated Slab,22614.27,2023-06-04,2024-06-03,BRK-3390
POL-004634,Northbeam General,6714,Karratha WA,T-W,Home,307420,,2820.77,2024-09-28,2025-09-28,BRK-1042
POL-004635,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Strata,13187201,Roof Tie-Down,43125.65,2025-09-08,2026-09-08,
POL-004636,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,327384,Shutters Installed,1778.15,2025-05-16,2026-05-16,BRK-2071
POL-004637,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,514638,Shutters Installed,3109.48,2025-02-03,2026-02-03,BRK-1042
POL-004638,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,492208,,1861.05,2024-11-19,2025-11-19,
POL-004639,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,806642,,3627.55,2024-11-12,2025-11-12,BRK-2071
POL-004640,Northbeam General,4802,Townsville QLD,T-W,Home,837917,,8521.72,2024-05-04,2025-05-04,BRK-3390
POL-004641,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,SME,657368,Shutters Installed,3460.31,2023-09-26,2024-09-25,BRK-3390
POL-004642,Outback Assurance Group,800,Darwin NT,T-W,Home,738850,,7648.95,2023-09-08,2024-09-07,BRK-3390
POL-004643,Southern Cross Insurance,4680,Gladstone QLD,L-P,Strata,3177882,,13629.82,2023-05-10,2024-05-09,
POL-004644,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,272010,,1122.03,2025-02-07,2026-02-07,
POL-004645,Southern Cross Insurance,4720,Charters Towers QLD,L-P,SME,1605556,Elevated Slab,5298.01,2024-01-29,2025-01-28,BRK-2071
POL-004646,Outback Assurance Group,4350,Toowoomba QLD,B-F,SME,2134176,Roof Tie-Down,3109.73,2023-04-30,2024-04-29,BRK-1042
POL-004647,Pacific Rim Insurance,4810,Townsville QLD,T-W,Home,582256,,5988.4,2024-09-16,2025-09-16,BRK-4118
POL-004648,Northbeam General,4825,Mount Isa QLD,B-F,Home,537220,,873.19,2023-09-07,2024-09-06,BRK-1042
POL-004649,Northbeam General,4350,Toowoomba QLD,B-F,SME,2797318,,5270.99,2024-11-05,2025-11-05,BRK-4118
POL-004650,Outback Assurance Group,6714,Karratha WA,T-W,Home,406431,,4158.79,2024-10-12,2025-10-12,BRK-3390
POL-004651,Coral Coast Mutual,4737,Bowen QLD,Q-S,Strata,12108322,Roof Tie-Down,63425.11,2024-08-20,2025-08-20,BRK-1042
POL-004652,Northbeam General,4810,Townsville QLD,T-W,SME,1093804,,11297.83,2023-11-17,2024-11-16,BRK-2071
POL-004653,Northbeam General,4810,Townsville QLD,T-W,Home,565919,Shutters Installed,4737.78,2023-10-13,2024-10-12,BRK-4118
POL-004654,Southern Cross Insurance,4879,Innisfail QLD,T-W,SME,2224548,,21164.04,2025-06-12,2026-06-12,BRK-3390
POL-004655,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,481511,,788.08,2023-09-21,2024-09-20,
POL-004656,Coral Coast Mutual,4810,Townsville QLD,T-W,SME,2756899,Roof Tie-Down,22260.54,2023-03-29,2024-03-28,BRK-3390
POL-004657,Outback Assurance Group,6714,Karratha WA,T-W,SME,633984,,6349.19,2025-07-20,2026-07-20,BRK-4118
POL-004658,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,SME,2957476,,17501.66,2025-08-02,2026-08-02,BRK-4118
POL-004659,Northbeam General,4802,Townsville QLD,T-W,Home,529389,Roof Tie-Down,4663.42,2025-09-03,2026-09-03,BRK-4118
POL-004660,Northbeam General,4737,Bowen QLD,Q-S,Home,666113,Elevated Slab,3603.19,2023-01-24,2024-01-24,BRK-1042
POL-004661,Northbeam General,810,Darwin NT,T-W,Home,325980,,3118.6,2023-01-07,2024-01-07,
POL-004662,Outback Assurance Group,4810,Townsville QLD,T-W,Home,868069,,8358.44,2024-05-16,2025-05-16,BRK-2071
POL-004663,Coral Coast Mutual,4350,Toowoomba QLD,B-F,SME,2795996,,4726.36,2025-04-30,2026-04-30,BRK-3390
POL-004664,Northbeam General,850,Alice Springs NT,B-F,SME,1852305,Shutters Installed,2588.85,2025-09-11,2026-09-11,BRK-1042
POL-004665,Northbeam General,6000,Perth WA,B-F,SME,757935,Shutters Installed,1060.72,2024-05-05,2025-05-05,BRK-4118
POL-004666,Northbeam General,4655,Hervey Bay QLD,L-P,Strata,5664445,,24792.18,2024-03-11,2025-03-11,BRK-1042
POL-004667,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,702029,,2715.04,2023-06-14,2024-06-13,BRK-3390
POL-004668,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,465258,,788.56,2025-03-26,2026-03-26,BRK-4118
POL-004669,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,511352,Elevated Slab,709.15,2025-08-28,2026-08-28,BRK-1042
POL-004670,Northbeam General,810,Darwin NT,T-W,Home,515023,Roof Tie-Down,4569.89,2024-07-26,2025-07-26,
POL-004671,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,429603,,1912.37,2023-02-10,2024-02-10,BRK-4118
POL-004672,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,712817,Roof Tie-Down,2407.1,2024-03-13,2025-03-13,BRK-3390
POL-004673,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,252799,Roof Tie-Down,2029.89,2023-01-07,2024-01-07,BRK-4118
POL-004674,Coral Coast Mutual,4810,Townsville QLD,T-W,Home,559253,Roof Tie-Down,4188.77,2024-04-26,2025-04-26,BRK-2071
POL-004675,Northbeam General,4825,Mount Isa QLD,B-F,Home,763861,,1406.04,2024-03-16,2025-03-16,BRK-2071
POL-004676,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,593133,Roof Tie-Down,2055.44,2023-04-04,2024-04-03,BRK-1042
POL-004677,Coral Coast Mutual,4870,Cairns QLD,T-W,Strata,2542928,,24221.92,2024-09-25,2025-09-25,
POL-004678,Northbeam General,4825,Cloncurry QLD,B-F,SME,940315,,1668.63,2023-06-27,2024-06-26,BRK-1042
POL-004679,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,723743,Elevated Slab,3706.49,2023-09-04,2024-09-03,BRK-2071
POL-004680,Northbeam General,4740,Mackay QLD,Q-S,Home,492130,,2880.77,2025-07-15,2026-07-15,
POL-004681,Coral Coast Mutual,6000,Perth WA,B-F,SME,1551999,,2624.58,2024-04-12,2025-04-12,BRK-3390
POL-004682,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,850967,,5134.74,2025-09-06,2026-09-06,BRK-3390
POL-004683,Southern Cross Insurance,4870,Cairns QLD,T-W,SME,2142913,Roof Tie-Down,18028.94,2023-08-15,2024-08-14,BRK-2071
POL-004684,Outback Assurance Group,4879,Innisfail QLD,T-W,SME,2967821,,27548.69,2024-07-25,2025-07-25,
POL-004685,Coral Coast Mutual,6721,Port Hedland WA,T-W,Home,251504,Shutters Installed,1931.07,2023-10-13,2024-10-12,
POL-004686,Outback Assurance Group,4825,Mount Isa QLD,B-F,Strata,9313089,Elevated Slab,13938.29,2024-08-17,2025-08-17,BRK-3390
POL-004687,Pacific Rim Insurance,4870,Cairns QLD,T-W,Home,554244,,5569.42,2023-12-06,2024-12-05,BRK-1042
POL-004688,Northbeam General,4870,Cairns QLD,T-W,Home,349597,,3314.4,2023-11-03,2024-11-02,BRK-3390
POL-004689,Northbeam General,4802,Townsville QLD,T-W,Strata,4851395,,46233.19,2024-08-23,2025-08-23,BRK-2071
POL-004690,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,583291,Elevated Slab,5009.75,2024-10-31,2025-10-31,BRK-4118
POL-004691,Northbeam General,4879,Innisfail QLD,T-W,Home,685895,,5993.05,2025-01-06,2026-01-06,BRK-4118
POL-004692,Northbeam General,800,Darwin NT,T-W,Home,597515,Roof Tie-Down,4701.88,2024-12-15,2025-12-15,BRK-4118
POL-004693,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Home,829521,,5861.46,2023-11-29,2024-11-28,BRK-1042
POL-004694,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Home,716672,,1325.09,2023-08-29,2024-08-28,BRK-2071
POL-004695,Northbeam General,6000,Perth WA,B-F,SME,1683719,,3028.84,2024-02-19,2025-02-18,BRK-1042
POL-004696,Southern Cross Insurance,6714,Karratha WA,T-W,SME,2899026,,26792.37,2025-03-01,2026-03-01,BRK-4118
POL-004697,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,416888,Shutters Installed,678.29,2023-11-24,2024-11-23,BRK-4118
POL-004698,Outback Assurance Group,4879,Innisfail QLD,T-W,SME,2678756,,25713.67,2023-07-01,2024-06-30,BRK-4118
POL-004699,Northbeam General,4740,Mackay QLD,Q-S,Home,539784,,3530.72,2023-01-20,2024-01-20,BRK-3390
POL-004700,Southern Cross Insurance,4870,Cairns QLD,T-W,Home,809569,,8292.17,2024-06-03,2025-06-03,BRK-2071
POL-004701,Coral Coast Mutual,4802,Townsville QLD,T-W,Home,702739,,6098.42,2025-06-29,2026-06-29,BRK-4118
POL-004702,Coral Coast Mutual,810,Darwin NT,T-W,Home,480881,,4447.74,2024-12-20,2025-12-20,BRK-3390
POL-004703,Coral Coast Mutual,6721,Port Hedland WA,T-W,SME,1159364,Elevated Slab,8510.3,2025-01-24,2026-01-24,BRK-4118
POL-004704,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,770015,Shutters Installed,6341.71,2025-05-23,2026-05-23,BRK-3390
POL-004705,Southern Cross Insurance,800,Darwin NT,T-W,SME,2884765,,29035.78,2023-08-17,2024-08-16,BRK-1042
POL-004706,Coral Coast Mutual,6721,Port Hedland WA,T-W,SME,998929,,9380.03,2023-09-14,2024-09-13,BRK-3390
POL-004707,Coral Coast Mutual,800,Darwin NT,T-W,Home,826184,Elevated Slab,6764.82,2025-07-02,2026-07-02,BRK-1042
POL-004708,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,290869,,1294.46,2023-04-22,2024-04-21,BRK-3390
POL-004709,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Home,461201,,2925.21,2024-06-18,2025-06-18,BRK-3390
POL-004710,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,455266,,1825.04,2024-03-19,2025-03-19,BRK-4118
POL-004711,Northbeam General,810,Darwin NT,T-W,SME,2565162,,24791.65,2025-01-08,2026-01-08,BRK-1042
POL-004712,Southern Cross Insurance,4870,Cairns QLD,T-W,SME,1577606,,14658.78,2023-04-19,2024-04-18,BRK-2071
POL-004713,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,2409761,,4404.64,2025-05-30,2026-05-30,BRK-1042
POL-004714,Southern Cross Insurance,810,Darwin NT,T-W,Home,594310,,5867.19,2025-08-15,2026-08-15,BRK-3390
POL-004715,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,817282,,1583.48,2024-11-23,2025-11-23,BRK-3390
POL-004716,Outback Assurance Group,810,Darwin NT,T-W,Home,838063,,8536.08,2024-06-08,2025-06-08,BRK-3390
POL-004717,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,SME,1482980,,6572.26,2025-09-19,2026-09-19,BRK-1042
POL-004718,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,846087,Shutters Installed,4215.16,2023-01-05,2024-01-05,BRK-4118
POL-004719,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,860682,Shutters Installed,1443.32,2025-05-20,2026-05-20,BRK-4118
POL-004720,Coral Coast Mutual,6000,Perth WA,B-F,Home,514923,,995.37,2023-11-14,2024-11-13,
POL-004721,Northbeam General,800,Darwin NT,T-W,SME,2090270,Roof Tie-Down,17154.16,2025-04-28,2026-04-28,BRK-1042
POL-004722,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,610038,,5545.94,2023-08-26,2024-08-25,BRK-3390
POL-004723,Coral Coast Mutual,4737,Bowen QLD,Q-S,SME,857704,,5786.23,2023-02-01,2024-02-01,BRK-4118
POL-004724,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,790428,,1340.05,2024-09-17,2025-09-17,BRK-3390
POL-004725,Pacific Rim Insurance,6714,Karratha WA,T-W,Strata,11524287,,114752.71,2024-04-18,2025-04-18,BRK-1042
POL-004726,Northbeam General,4802,Townsville QLD,T-W,Strata,7271833,Elevated Slab,58138.01,2025-02-13,2026-02-13,BRK-3390
POL-004727,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,828985,,1364.46,2024-05-03,2025-05-03,BRK-1042
POL-004728,Northbeam General,6721,Port Hedland WA,T-W,Strata,7143609,Shutters Installed,59728.88,2024-05-15,2025-05-15,BRK-1042
POL-004729,Outback Assurance Group,4740,Mackay QLD,Q-S,Strata,3641846,,25122.48,2025-05-10,2026-05-10,BRK-3390
POL-004730,Coral Coast Mutual,4737,Bowen QLD,Q-S,Strata,13510549,Roof Tie-Down,76688.4,2023-07-17,2024-07-16,BRK-2071
POL-004731,Pacific Rim Insurance,4870,Cairns QLD,T-W,Home,782530,Roof Tie-Down,6362.66,2024-02-02,2025-02-01,BRK-2071
POL-004732,Northbeam General,4700,Rockhampton QLD,Q-S,Home,775388,Roof Tie-Down,4131.12,2023-01-14,2024-01-14,BRK-3390
POL-004733,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,Home,606586,,3650.96,2024-07-21,2025-07-21,BRK-4118
POL-004734,Outback Assurance Group,4740,Mackay QLD,Q-S,SME,979839,Shutters Installed,5878.85,2024-11-30,2025-11-30,
POL-004735,Coral Coast Mutual,6714,Karratha WA,T-W,Home,578793,,5712.27,2024-12-28,2025-12-28,BRK-3390
POL-004736,Northbeam General,800,Darwin NT,T-W,Home,525232,,5083.75,2023-02-24,2024-02-24,BRK-2071
POL-004737,Outback Assurance Group,810,Darwin NT,T-W,Strata,10087816,Shutters Installed,81252.19,2023-10-27,2024-10-26,BRK-3390
POL-004738,Coral Coast Mutual,4810,Townsville QLD,T-W,Home,504830,Roof Tie-Down,4248.01,2023-11-18,2024-11-17,BRK-4118
POL-004739,Southern Cross Insurance,4680,Gladstone QLD,L-P,SME,575748,,2618.0,2023-06-02,2024-06-01,BRK-1042
POL-004740,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,327220,,1997.0,2025-09-24,2026-09-24,BRK-4118
POL-004741,Outback Assurance Group,6000,Perth WA,B-F,Strata,11455652,,19688.53,2024-04-26,2025-04-26,
POL-004742,Pacific Rim Insurance,800,Darwin NT,T-W,SME,2764406,Roof Tie-Down,21203.24,2024-11-09,2025-11-09,
POL-004743,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Strata,13358188,Roof Tie-Down,21388.07,2025-03-15,2026-03-15,BRK-2071
POL-004744,Northbeam General,4879,Innisfail QLD,T-W,Home,674905,Elevated Slab,5017.54,2023-06-07,2024-06-06,BRK-1042
POL-004745,Southern Cross Insurance,810,Darwin NT,T-W,Strata,5973772,,58523.9,2024-10-09,2025-10-09,BRK-1042
POL-004746,Southern Cross Insurance,4680,Gladstone QLD,L-P,Home,834536,Shutters Installed,3095.47,2023-09-12,2024-09-11,BRK-4118
POL-004747,Northbeam General,6000,Perth WA,B-F,Home,606630,Shutters Installed,943.11,2023-02-22,2024-02-22,BRK-4118
POL-004748,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,256938,Shutters Installed,2074.66,2024-05-13,2025-05-13,
POL-004749,Outback Assurance Group,4810,Townsville QLD,T-W,SME,1307594,Shutters Installed,9993.05,2023-05-21,2024-05-20,BRK-2071
POL-004750,Outback Assurance Group,4879,Innisfail QLD,T-W,SME,2919124,Roof Tie-Down,21505.69,2024-11-25,2025-11-25,BRK-3390
POL-004751,Northbeam General,4740,Mackay QLD,Q-S,Home,506058,Roof Tie-Down,2740.22,2024-01-22,2025-01-21,BRK-4118
POL-004752,Northbeam General,4879,Innisfail QLD,T-W,SME,1170668,,12115.47,2023-07-08,2024-07-07,BRK-1042
POL-004753,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,603536,Elevated Slab,3452.27,2024-02-15,2025-02-14,
POL-004754,Southern Cross Insurance,4737,Bowen QLD,Q-S,SME,2338721,Roof Tie-Down,11690.69,2025-01-08,2026-01-08,BRK-2071
POL-004755,Northbeam General,6714,Karratha WA,T-W,SME,634113,Roof Tie-Down,4820.61,2025-05-18,2026-05-18,BRK-2071
POL-004756,Northbeam General,6000,Perth WA,B-F,Home,707623,Roof Tie-Down,1104.13,2025-07-04,2026-07-04,BRK-4118
POL-004757,Northbeam General,800,Darwin NT,T-W,Home,828009,,8100.58,2024-12-03,2025-12-03,BRK-4118
POL-004758,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,326093,,615.22,2023-06-11,2024-06-10,BRK-3390
POL-004759,Northbeam General,4655,Hervey Bay QLD,L-P,SME,871753,,3297.02,2023-12-12,2024-12-11,BRK-3390
POL-004760,Pacific Rim Insurance,4870,Cairns QLD,T-W,Home,688203,Roof Tie-Down,5048.33,2023-02-26,2024-02-26,BRK-3390
POL-004761,Northbeam General,810,Darwin NT,T-W,SME,2343225,,22013.42,2023-10-14,2024-10-13,BRK-3390
POL-004762,Pacific Rim Insurance,4737,Bowen QLD,Q-S,SME,2747383,Shutters Installed,14645.44,2025-01-22,2026-01-22,BRK-3390
POL-004763,Outback Assurance Group,4825,Cloncurry QLD,B-F,SME,2696390,,5274.33,2023-03-05,2024-03-04,BRK-4118
POL-004764,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,793742,,5500.45,2025-02-04,2026-02-04,BRK-2071
POL-004765,Coral Coast Mutual,4825,Mount Isa QLD,B-F,Strata,11679136,Roof Tie-Down,18059.94,2025-07-12,2026-07-12,BRK-3390
POL-004766,Coral Coast Mutual,6000,Perth WA,B-F,Home,777716,Elevated Slab,1208.85,2023-05-21,2024-05-20,BRK-4118
POL-004767,Southern Cross Insurance,850,Alice Springs NT,B-F,Home,687210,,1315.77,2025-04-21,2026-04-21,
POL-004768,Coral Coast Mutual,4879,Innisfail QLD,T-W,SME,2245328,,19861.5,2024-10-04,2025-10-04,BRK-4118
POL-004769,Coral Coast Mutual,6714,Karratha WA,T-W,Home,725055,,6957.06,2024-12-12,2025-12-12,BRK-1042
POL-004770,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,523543,,850.8,2023-01-04,2024-01-04,BRK-2071
POL-004771,Outback Assurance Group,6000,Perth WA,B-F,Home,730403,,1387.15,2023-02-24,2024-02-24,BRK-2071
POL-004772,Northbeam General,4825,Mount Isa QLD,B-F,Home,774417,,1423.69,2025-09-03,2026-09-03,BRK-1042
POL-004773,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,314274,Elevated Slab,509.26,2023-05-20,2024-05-19,BRK-2071
POL-004774,Outback Assurance Group,810,Darwin NT,T-W,SME,698637,,6912.41,2025-02-13,2026-02-13,
POL-004775,Southern Cross Insurance,6000,Perth WA,B-F,Home,608193,Roof Tie-Down,873.94,2024-05-19,2025-05-19,BRK-4118
POL-004776,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Strata,8496013,Roof Tie-Down,31717.71,2024-02-12,2025-02-11,
POL-004777,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,670918,Shutters Installed,2336.73,2024-04-28,2025-04-28,BRK-2071
POL-004778,Southern Cross Insurance,4680,Gladstone QLD,L-P,Home,860935,Roof Tie-Down,3088.1,2025-07-08,2026-07-08,BRK-4118
POL-004779,Northbeam General,4700,Rockhampton QLD,Q-S,SME,960091,,6311.29,2024-01-05,2025-01-04,BRK-3390
POL-004780,Pacific Rim Insurance,4680,Gladstone QLD,L-P,SME,2073147,Shutters Installed,7833.07,2023-03-28,2024-03-27,BRK-4118
POL-004781,Outback Assurance Group,4810,Townsville QLD,T-W,Home,524403,,5037.79,2024-06-18,2025-06-18,BRK-4118
POL-004782,Outback Assurance Group,4870,Cairns QLD,T-W,Strata,2019707,Roof Tie-Down,16935.86,2025-03-09,2026-03-09,BRK-2071
POL-004783,Southern Cross Insurance,850,Alice Springs NT,B-F,SME,1115338,Roof Tie-Down,1549.27,2024-04-23,2025-04-23,
POL-004784,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,548824,Shutters Installed,2866.14,2024-03-10,2025-03-10,BRK-2071
POL-004785,Coral Coast Mutual,4802,Townsville QLD,T-W,Home,647732,Elevated Slab,5181.28,2023-06-05,2024-06-04,BRK-2071
POL-004786,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,320646,Roof Tie-Down,2377.72,2025-08-06,2026-08-06,BRK-1042
POL-004787,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,361290,,3429.76,2025-01-24,2026-01-24,BRK-2071
POL-004788,Coral Coast Mutual,4870,Cairns QLD,T-W,SME,601600,Roof Tie-Down,4516.5,2024-11-12,2025-11-12,BRK-3390
POL-004789,Northbeam General,4802,Townsville QLD,T-W,Home,490798,,4852.19,2024-09-24,2025-09-24,
POL-004790,Outback Assurance Group,4740,Mackay QLD,Q-S,Home,430510,,2865.53,2025-06-25,2026-06-25,BRK-1042
POL-004791,Coral Coast Mutual,4680,Gladstone QLD,L-P,Strata,9941847,,39826.9,2024-04-16,2025-04-16,BRK-3390
POL-004792,Coral Coast Mutual,4350,Toowoomba QLD,B-F,SME,2895623,Elevated Slab,4755.55,2024-04-07,2025-04-07,BRK-2071
POL-004793,Pacific Rim Insurance,6000,Perth WA,B-F,SME,1034799,Roof Tie-Down,1546.38,2024-11-25,2025-11-25,BRK-3390
POL-004794,Southern Cross Insurance,6000,Perth WA,B-F,SME,1579776,Roof Tie-Down,2215.66,2023-10-19,2024-10-18,BRK-3390
POL-004795,Coral Coast Mutual,4680,Gladstone QLD,L-P,SME,1623565,Shutters Installed,5262.13,2025-03-23,2026-03-23,
POL-004796,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Strata,5998941,,10708.66,2025-03-10,2026-03-10,BRK-2071
POL-004797,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,2058720,,3884.72,2025-02-28,2026-02-28,BRK-1042
POL-004798,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,645023,Roof Tie-Down,3754.14,2023-01-05,2024-01-05,BRK-4118
POL-004799,Southern Cross Insurance,6714,Karratha WA,T-W,Home,730043,,6659.63,2024-11-04,2025-11-04,BRK-4118
POL-004800,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,659977,,2780.89,2023-03-22,2024-03-21,BRK-4118
POL-004801,Coral Coast Mutual,6000,Perth WA,B-F,Home,311144,Roof Tie-Down,448.58,2025-04-19,2026-04-19,
POL-004802,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,297325,Shutters Installed,1098.35,2024-03-30,2025-03-30,BRK-2071
POL-004803,Northbeam General,6000,Perth WA,B-F,Home,855614,,1557.92,2023-08-03,2024-08-02,BRK-4118
POL-004804,Pacific Rim Insurance,6000,Perth WA,B-F,Home,402417,Shutters Installed,674.07,2025-01-24,2026-01-24,BRK-3390
POL-004805,Coral Coast Mutual,800,Darwin NT,T-W,Home,309510,Roof Tie-Down,2704.76,2024-06-14,2025-06-14,BRK-3390
POL-004806,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Strata,13365356,Shutters Installed,20139.36,2024-06-07,2025-06-07,BRK-1042
POL-004807,Southern Cross Insurance,4825,Cloncurry QLD,B-F,SME,2901710,,4933.06,2023-06-19,2024-06-18,BRK-4118
POL-004808,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,373505,,672.32,2023-08-03,2024-08-02,BRK-3390
POL-004809,Pacific Rim Insurance,4737,Bowen QLD,Q-S,SME,1553426,Roof Tie-Down,8914.28,2025-05-21,2026-05-21,
POL-004810,Outback Assurance Group,4870,Cairns QLD,T-W,SME,1055136,Roof Tie-Down,7920.05,2025-05-29,2026-05-29,BRK-3390
POL-004811,Southern Cross Insurance,6000,Perth WA,B-F,Home,769401,,1429.99,2023-05-18,2024-05-17,BRK-2071
POL-004812,Outback Assurance Group,6714,Karratha WA,T-W,SME,1087720,Shutters Installed,9350.1,2024-06-13,2025-06-13,
POL-004813,Coral Coast Mutual,4825,Cloncurry QLD,B-F,SME,991003,,1950.91,2025-05-24,2026-05-24,
POL-004814,Coral Coast Mutual,850,Alice Springs NT,B-F,Strata,14227971,Shutters Installed,21942.22,2024-04-02,2025-04-02,BRK-2071
POL-004815,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,509948,Roof Tie-Down,1979.07,2025-09-08,2026-09-08,BRK-1042
POL-004816,Northbeam General,850,Alice Springs NT,B-F,SME,2389944,,4720.62,2025-06-19,2026-06-19,BRK-3390
POL-004817,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,442058,Roof Tie-Down,676.22,2024-07-02,2025-07-02,BRK-2071
POL-004818,Outback Assurance Group,6000,Perth WA,B-F,Home,439718,Roof Tie-Down,662.52,2025-06-04,2026-06-04,BRK-4118
POL-004819,Pacific Rim Insurance,4810,Townsville QLD,T-W,Strata,12379381,,116545.59,2024-07-08,2025-07-08,BRK-4118
POL-004820,Outback Assurance Group,4737,Bowen QLD,Q-S,Strata,6677163,Shutters Installed,35632.52,2023-09-22,2024-09-21,BRK-4118
